dimension,M,replication,cost,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
10,32,110,144,-0.0015794826230879587,0.008426029918981795,0.0014673473403183234,-0.012806836205674979,-0.01703970519740027,-0.003444533976019587,0.007015249885303313,-0.003171324818701621,0.0002498243334372623,0.004461065882932857
10,64,110,276,-0.015506754001855288,8.199869128294398e-05,0.008650380750824662,0.0017197054036927207,-0.010420142367261052,0.010040385245764722,0.004977709657535417,-0.010327372248717314,-0.00017185693362187302,0.0015696177584635736
10,128,110,572,-0.014051904892277919,-0.0007707502510649656,0.0017522437264862432,0.0006125195958553303,-0.0077987746360148515,0.0011167999213049166,0.011116079574550497,-0.00412758886122554,-0.00022270414593958277,-0.0007900371627235711
10,8,111,30,-0.023645632192194926,0.0030139599999551873,0.0016039589774638756,0.007182341736363245,0.014008291207312777,0.019996905101329697,-0.02290448771617302,0.015892601565459567,-0.00039166394126637934,-0.0017792734972832958
10,16,111,56,-0.0260630226714655,0.001839634547773645,-0.0032788695761558776,0.0012071510343427748,0.0072669382011791035,0.011543470892224003,-0.009315659190611739,0.0050749747832446014,-0.00012785226086474706,0.00014354246912116854
10,32,111,126,-0.017307252254723134,0.007081832915943991,-0.0049913050498734774,-0.0021199703134071463,0.008097173837775962,0.010756069511526084,-0.00798188575066615,0.006827149531696448,-0.0002840820203920051,0.002890943300778639
10,64,111,264,-0.016465106587907143,0.0017616142609294318,0.0009309386430109511,-0.00019791279569467726,0.001893081092072723,0.00390769217879404,-0.010425475949278272,0.009052063901331182,0.00028224712683977014,0.004168744148787342
10,128,111,596,-0.00026936636231807246,0.004359595582860866,-0.0007716226814891553,0.0028250888334921164,-0.0004538972175198413,-0.0038376957559827537,-0.0044866485423679684,0.006627309329657734,7.622348185064728e-05,0.003107365005990345
10,8,112,102,-0.12760389778238387,-0.029721077644991836,-0.014084159979039657,-0.005228717261362274,-0.005873078237575439,-0.021812870449439168,0.008912057629629997,-0.06060015895442523,-0.0008226414760875982,-0.00521397813842762
10,16,112,142,-0.06282738701014356,-0.015541039999559988,0.002812850090871726,-0.008360021550056844,-0.005838470896383265,-0.008604652186302625,0.0074817112062420844,-0.026578791726512837,-0.0002674959013670237,-0.0010448440091863204
10,32,112,210,-0.06791076655330999,0.002108505235584136,-0.01615483095711545,-0.0010694952154819293,0.024727900184376202,-0.01219267432782543,-0.011008302994585445,-0.007331495295189202,0.0006294533360343735,0.0012560166761598581
10,64,112,394,-0.02977702970145588,0.00167481318764362,-0.018035218488166055,0.0004304523277038403,0.02525922581764389,-0.008002237198738545,-0.008901651129985049,0.0008966795550920544,0.00031061572313758186,-0.0012981194159904631
10,128,112,662,-0.012179818620488074,-0.0017634976737548797,-0.011719116293378797,0.0067572316595675445,0.012688355106674999,-0.008089639464610872,-0.005872363264798667,0.0033573957242239664,0.0001676398382018397,-0.0014685332282942712
10,8,113,74,-0.02043683551603483,0.011389516703523329,0.004968612297048491,-0.00101048895419642,-0.001956844516909265,-0.0034982368507154157,0.01046130206048176,-0.007117752574095363,1.4965035998814113e-05,0.003242019687269261
10,16,113,120,-0.02147613523243662,0.006425931450492169,0.03614596070929463,-0.034530829093848685,0.0010485363153202199,0.007586890504326072,-0.014987533106134505,-0.012295339157217483,-0.0001228654349038684,0.001729095463416507
10,32,113,186,0.020050500056793732,-0.0053447035229620505,0.012933039306840683,-0.015130144707877425,-0.0005917244840799781,-3.813844362262741e-05,-0.010393977936543198,-0.00895341493268903,-0.00017264908052540997,-0.0001410631223663899
10,64,113,316,0.012945614146933156,-0.0035401571224972224,0.006735160290885994,0.0008171382466795466,-0.00586750584279842,-0.0085918575841523,0.0060896498271322255,-0.0021251750093627575,0.0004606976679370074,0.0008739227372608284
10,128,113,658,5.2913882573909056e-05,-0.00024957364842755146,0.007287626400331166,-0.0010655546992411106,-0.0071367725989641174,-0.002005613718813528,0.0075469239260149545,-0.00048431495476701205,0.00011241070443406436,0.00048478845804610316
10,8,114,56,0.013259212326266652,-0.003700438812589576,0.02436362091183856,-0.02369764989280433,-0.021080774587931943,-0.015729623922783383,0.023709142259126906,0.006080032563039418,0.001072857647287701,0.002048032127585093
10,16,114,96,-0.021364486369621613,0.017847074287207828,-0.004348896880608769,-0.011692726704999141,-0.013885707884834328,0.0018274298529410314,0.011339938948934869,-0.004784038446755871,0.0011073276550336525,0.004396021665524344
10,32,114,212,-0.015004249100199749,0.008841907477460602,-0.0007071627224282866,-0.00781211838381184,-0.009545637448337349,0.0009974295031258886,0.0027797971463608645,0.005710084948187834,0.000504715984777922,0.0016424933760790805
10,64,114,354,-0.015544057121840777,0.005146357091983497,-0.0004505885708020056,-0.006759239387315676,-0.005540022445725792,-0.002850703557644463,-0.0010558912287360407,0.006509239250523699,0.00031598891109309535,0.0008572024017706048
10,128,114,728,-0.03097081433367727,0.005612221472777235,-0.0082368557572757,0.0033088074962488888,0.00847838268087107,-0.000985500776506162,-0.007569409897116034,0.001019671057169946,-0.00015390480320631709,0.0015676804925669238
10,8,115,46,0.012511861861009861,0.00312323725920476,0.009696080342200514,-0.009722693363274592,0.0032844649003338938,-0.01098324530475342,0.003393381621762904,0.005489509636953386,0.00033277951428028904,0.002083902701246159
10,16,115,78,0.01044398103672609,0.006310939072431694,3.525194429184028e-05,-0.006706293593067417,-0.006843264535992383,-0.007614613588949764,0.010526452515914813,-0.0024154026764458517,0.000234346050279925,0.0022473670204234677
10,32,115,160,0.02783504426232606,0.004466306645353915,-0.0012337595886744062,0.0011096713971218768,0.010169046588044734,-0.0004322643465738763,-0.014816011161255074,0.01166955981044453,-5.394514746542774e-05,0.0030707210152406527
10,64,115,322,0.029845506024487357,0.0003386790746971067,0.0011853741291696133,0.004197662221146801,0.005838225190369568,-0.003630328385562193,-0.009804831405729918,0.0081895115332879,1.9385333345292817e-05,0.0011253228512082276
10,128,115,592,0.02386744993483096,-0.0007937282011743047,0.009165723420916348,-0.0012739761574181929,0.0001725008896490426,0.0006591950588868281,-0.00385579970492949,0.004553348191779262,-0.00015123460506641758,-0.0018948883626563162
10,8,116,28,0.005812032588113527,0.004266680531990947,-0.0029319381710332867,0.005737740730488367,-0.005707099221341828,-0.04899113163824503,-0.004455906961661447,0.035853959840416075,-8.210502543134407e-05,-0.00011233499568723246
10,16,116,90,0.0099388605599879,0.00420126549523956,-0.0007965746145069113,0.013013285704084174,0.000565288160301145,-0.024193892605429552,-0.0049362295324290924,0.020267960545673654,0.0001554150037966273,0.0026758128176259982
10,32,116,210,0.028984970792732802,-0.00031545437436453216,-0.007139302166654416,0.01316924987672146,-0.004228001626562536,-0.024022347696169902,0.004678895269680827,0.005015784261709566,-0.00014568771072605828,0.002118750244654232
10,64,116,368,0.0017715991451213017,0.009572994883427482,0.023372798613838692,-0.014469952138402943,-0.0188916075653731,-0.019047630428119376,0.020137102559507045,-0.0017987784252299736,-0.0002644326733407745,0.00620243595554533
10,128,116,698,0.00949693667453845,0.007174249811461612,0.006072944698966433,0.0012212119167409052,-0.01068020727344462,-0.012940040293283304,0.007315752612965256,-0.0031149045998622436,-3.2223825850588266e-05,0.003855663700470094
10,8,117,24,-0.006050353214061804,0.009115160096857576,0.0010522742566288056,-0.0111301036235676,-0.001104101430928362,0.003367040155420442,0.0048731821815981725,-0.005757598643339536,-0.0002689581277567312,-0.0004990052086893789
10,16,117,118,0.0284290050444875,0.010386565356611182,-0.01397369892536925,0.00043583941092106664,0.055261315844394684,0.009183676955045255,-0.022804960385058144,0.008176740773762783,6.235092931967839e-05,0.0018531484050456676
10,32,117,178,0.013385372601341785,-0.0018415188512406154,0.0009940341721659386,-0.007325709122590035,0.025284839463699513,0.004169717482625384,-0.006344486045706042,-0.002031647027566498,0.0001434310893092939,-0.000345010158820313
10,64,117,342,0.01646545196385047,-0.005145649519137536,0.0018255985707765947,-0.0005926948939388216,0.0142421385568889,0.011978670334672205,-0.0074486989833865355,0.003358474819597813,0.00039618378225410485,-0.0007821174394552668
10,128,117,634,0.01774321992529922,0.001024470975679612,-0.006836411243223418,0.00193844137509107,0.026421046577536078,0.012535133658035743,-0.020347668171250523,0.0066820881190304444,0.0002709489894207825,-0.0008020936909829884
10,8,118,46,-0.020474844554851147,-0.0021910017065803608,-0.002093521647010433,0.003370922320578938,-0.007953762434720913,0.0009808928781829462,0.009034256270225043,-0.010885904427094509,9.416730373240252e-05,0.000340889742237603
10,16,118,86,-0.00029564818241819787,0.0019664917693918166,-0.0025945848464511544,0.004427207555735234,-0.009683076487972953,0.0004918778009757046,0.00642253190899054,-0.006876638772864154,0.000257041049398117,0.0007392366443248312
10,32,118,172,-0.0015381999803108282,-0.001372484906028352,-0.004562219942778516,0.007060672567778025,-0.003918989109087623,-0.002930785307025555,-0.0038385988508424554,0.0037481150234963505,0.00015892885642574157,-0.0011962124379507793
10,64,118,300,-0.004626211947507877,0.004696985480414131,0.005867502335284493,-0.004052255060505235,-0.0030933054515773564,0.0005594650583936336,-2.881565683040599e-05,-0.0008804082666171378,0.00016260555403587267,0.0015045949639630892
10,128,118,576,-0.0029431042739068275,0.0013075959485394479,0.002523408247624469,-0.0013416983411946944,-0.001060734985746889,0.0007912921653486057,0.0030074781972115167,0.0034394625920216343,0.0004009055063896594,0.0011010534599716758
10,8,119,28,0.005931824025515556,0.004103335173750891,-0.0029295207642926883,-0.0012363328195956773,0.0044906509121733695,0.00459225557635063,-0.00038090425513779533,0.002734426140570826,4.610325826250364e-06,0.001526539760008652
10,16,119,62,-0.0015703331662579262,0.0013192970724815204,0.0025034718371345463,-0.004239127341103573,-0.0037649586069055225,0.0010518476645417136,0.0053275225885161814,-0.003392949788887333,-0.00016568987777197154,0.00032207257904780473
10,32,119,134,-0.018826386136207428,0.000371374585704843,0.006286757130648643,-3.564445298956888e-05,-0.007828500653396225,-0.009995696107595953,0.006918856295697987,-0.002085250131843138,0.0002742746190766377,-0.003184582999469823
10,64,119,274,-0.029027946996292242,-0.0037160891708189585,0.0007369677436958223,-0.0020551035987222827,-0.01199896085150575,-0.01620270234457243,0.008874126566137548,-0.011961639509630893,0.00038537236763851515,-0.0030181742065526498
10,128,119,616,-0.018904000110044804,-0.002148552420421139,0.0010233064132348407,-0.0013696346048509272,0.007113156304970312,-0.0013984857405230419,-0.002039876099418675,-0.008094586052812072,-0.0002830096439916571,0.001535026847852195
10,8,120,58,0.02819181975143961,-0.005322103689773132,-0.006760076468280207,0.012194426855242288,-0.03163198819196351,-0.02631093406116512,0.01628316831327732,-0.0013994068687062642,-0.00016818607989991404,-0.005837215682779227
10,16,120,84,0.02040086979488042,-0.002291302769818396,-0.009266665768946573,0.010390034757737674,0.00030071915080333484,-0.010502966367566098,-0.003965502113768263,-0.0006271780999446567,-0.0006559685779688459,-0.0031175563864192565
10,32,120,152,0.006430079979946003,-0.01060060970740535,-0.00045741153757355334,0.002019943611300188,-0.002929922020080138,-0.016888900459472705,-0.009547471206399094,0.017454901856623396,0.0003909536301940654,-0.003939627217801545
10,64,120,286,0.008311876056711076,-0.005715969504821054,-0.0025919032927872137,0.004762802568466116,-0.010570658324086513,-0.01435702234427748,-0.0009091165679212708,0.013498103469045253,0.0002553339364937651,-0.003578331219161215
10,128,120,566,0.009228158439420103,-0.006733780841533743,-0.0009000078968372172,0.008174291149448279,-0.011332198293590032,-0.014716470511364448,0.011064511763838198,0.004666806318748707,-0.0004915380939760107,-0.0024321021656556574
10,8,121,34,-0.11724526258762369,0.032856751689683064,-0.035747633161354535,0.010030831096113496,0.010309399312002782,-0.013486233633971579,-0.010397098074976692,0.05584344165554942,-0.00313276509279913,0.022454752152391906
10,16,121,60,-0.05810254307205264,0.013527541803757696,-0.007477946481745436,0.0017270860845464689,0.005158940619017999,-0.008954828995672025,-0.007817380815406649,0.022274738280429637,-0.0014273169940393854,0.010240343014080932
10,32,121,128,-0.06094733505808578,0.003586179328455539,-0.010094392967299203,0.015496694048676131,0.01884210079896763,-0.0018691565615004827,-0.008051549444254305,0.006517513178214338,-0.0012861433623817511,0.0028289881853606857
10,64,121,264,-0.03243222762562841,0.0009133603974724282,-0.005513878316087389,0.016320260822179078,0.01070435255647867,0.007157316625430548,-0.0019130199351195729,-0.002544738632365427,-0.0006901831676610644,0.0009772487175128237
10,128,121,648,-0.001244030214711872,0.0025957547523491587,-0.012189617168511553,0.013867977369884842,0.001806676263919876,0.0005733221423441792,0.003367935402875826,-0.007394504516197843,-0.00031249007491433874,0.0007095575226412393
10,8,122,42,0.08003309570892281,-0.008401051202123776,-0.028627104466708648,0.00869171184597202,0.04242541624117038,0.010717237828544682,-0.029043989413236684,0.04579454067225493,-0.0011134939853872324,-0.0011053994149450915
10,16,122,74,0.05664545593935826,0.005237312936246354,-0.01186315318979015,0.01626056374119064,0.03216085074634147,0.058151199078574835,-0.01331646964914529,-0.025699144494076964,-3.5984661882487423e-06,0.0033158576841490366
10,32,122,128,0.027250853932511983,0.006877076321438338,-0.014461662166092853,0.010147578121212808,0.023651278033270103,0.026634226945677443,-0.016871684636204712,-0.001512924077512153,-6.433375898163012e-05,0.00221880276875599
10,64,122,276,0.028203101384904908,0.00688000443088727,0.004266593026901647,-0.0067776020868601464,0.019748276136024638,0.03033680463350197,-0.015561657177366324,-0.0017104019627236272,-0.0003297971682587023,0.002671534848515269
10,128,122,608,0.006560977211074476,0.0016435474383286186,-0.004189098523084501,0.0013637416154906289,0.007914012140229689,0.010226886628226503,-0.0019563480318341066,0.0006050797142692889,6.71579546856029e-05,0.0020862223514962644
10,8,123,46,0.0008907003713565934,0.015970960440691902,-0.01064969795567626,-0.017165406787463602,-0.0025163735485559803,0.01859593332298815,1.0707262303923364e-05,-0.007335776278542113,-0.0008462945622206697,0.003129570992954415
10,16,123,74,0.015678149873948777,0.010251886166587093,-0.003057298774525664,-0.009082717786378853,0.004810684525056709,0.01749165027187265,-0.018093038719029203,0.0005357884903159592,-0.0006060194884810015,0.0019808246556015396
10,32,123,140,0.009654761681010884,0.006992070695034585,-0.007133445580609318,0.006796690146157318,0.004184572315291515,0.0062917605455953835,-0.008060872578279962,0.005860187310481711,-0.0004922241509257969,0.001960100389314002
10,64,123,268,0.007160088092880379,-0.00018101993826943834,0.0022091064024937455,0.01194013170769557,0.009130789138113332,0.01670391049953897,-0.01749001772392186,0.007262526677937799,-0.00011278983271760161,0.00012799724532551958
10,128,123,508,-0.005376890832097341,0.0012165489604708333,0.0032547310628257497,0.004805836565708445,0.006360241489895247,0.009806694160454082,-0.010835005636764795,0.007034758827932382,9.383145477809024e-05,-0.0012306790276572974
10,8,124,38,-0.06271455703099812,-0.008452503810344483,0.03166343450149492,-0.01859394591122352,-0.045839314486528185,0.010382860062314474,0.03292517913713048,-0.0670015280766579,1.4429505073277147e-05,-0.005822737726080689
10,16,124,74,-0.02542051056850622,-0.00997001930694601,0.019869599867577706,-0.01209012952069272,-0.02588048865104099,0.007998973403973243,0.022147798799393714,-0.03207426998931529,-0.00010152877634625091,-0.0016958672616561726
10,32,124,132,-0.005169145042812922,0.009266340878767907,0.011725140806908545,0.0031625112954050518,-0.01830769617568466,-0.017073888893849757,0.011623076242662437,-0.011991436689326264,0.0005259328347584573,0.004136972459502966
10,64,124,362,-0.005709871086600869,-0.00011766962663615219,0.006036421207634539,-0.003286835639610458,-0.009496801688963325,-0.007680201977786767,0.006944653018089458,-0.009020322634788937,0.00035008117612590246,0.002890571342071601
10,128,124,746,-0.008754991284286686,0.0027666155479302724,0.007119376351523287,-0.005824744135578545,-0.007649441502180915,-0.005515127922099087,0.006245722032126333,-0.007959985831475737,0.00010315520672518462,0.001343095262928382
10,8,125,34,-0.0830354029800671,0.026785402545210578,-0.009322579497039107,0.010282454168710287,0.007467047310307361,-0.028324098158369032,-0.03286546596297232,-0.03528926092672728,0.001360913962884317,-0.004039388610840971
10,16,125,128,-0.11137274330682007,-0.010459633391582495,-0.021398567589083328,0.038542630506116914,0.029133319090104366,0.029315753883296287,-0.018001870723163307,0.010095109300586408,0.0006328131072622772,-0.008407974416342933
10,32,125,186,-0.07705582665852445,-0.004529885520510732,-0.008538191159510473,0.018464720480494957,0.01554964755950604,0.016958497890443573,-0.00047575397250375524,0.004041153314888224,0.0007064306529242855,-0.0038288576213271375
10,64,125,316,-0.039417001778703144,-0.003841539711643127,-0.004256826357692738,0.0033544815026082327,0.007410973571157198,0.006031878379640299,-0.005436578016270115,0.004394155818234052,0.0005283908692530424,-0.0026889414643851742
10,128,125,556,-0.015206209554368242,-0.007170446583990747,-0.008170055158567299,0.0019208082331756452,-0.001469160742131553,-0.006026030689069855,0.003754122814211532,-0.00236273156027863,0.0001004797440577994,-0.0021357527185095725
10,8,126,32,-0.014248926367836152,0.0005001679096520006,-0.019752455719023003,0.015603102432971963,0.00666179858738946,-0.0074085392553988605,0.007473324498923529,0.002867849043624883,0.0008548685600950562,0.0015946709835714611
10,16,126,66,-0.024199641810172985,-0.0016776221070312902,-0.012155502536061168,0.001553092004866676,-0.006098256145821532,-0.024309490426047374,0.0282967602481899,0.0017627864469801986,0.00039891676714759114,-0.0013094899249336722
10,32,126,124,-0.017171814726423946,0.001030470648623397,-0.0039959994314939535,-0.0009648012735205139,-0.002846423908672277,-0.007003485858639328,0.011596030720048516,0.003086868484950009,0.00012731167018157223,-0.0006256583305930023
10,64,126,274,-0.006706070496439809,-0.0017148220029958657,-0.0012414147142411542,0.003225884711711856,-0.00185755315623624,-0.0026419322346487866,0.004431603363922259,0.004050936858279999,0.00031780988147407326,-0.0011143153988516612
10,128,126,562,0.004398744858799056,-0.002242020891749319,-0.0019053990605672087,0.005783563010346519,0.0031941715245833056,0.00017128871874031452,0.000860670786357627,0.004327775612278324,9.625164045287576e-05,-0.0002927939104336984
10,8,127,30,-0.01355517806847117,0.009937178973926377,-0.03368759935605723,0.014380615395740967,0.021408277999159123,-0.05772308062910652,0.032441980931547716,-0.025175571548420827,-0.00030451958308901945,0.014663301062526187
10,16,127,64,-0.007525298520314434,0.008386992442583055,-0.012138822327535463,0.006759196327640554,0.0060161824109243875,-0.029527760829179746,0.01881943844142621,-0.01736198668640768,0.0002030999811354764,0.006611674166069305
10,32,127,134,0.02860064980524885,0.0032208665554649854,-0.014468147466507267,0.01339674399964408,0.020397206802021447,-0.01603502660483177,-0.0078049698960018015,-2.266963300326166e-06,0.0006647182600939796,0.005085736713971914
10,64,127,264,0.016633491089576097,0.0027428508560771374,-0.0022874937957108963,0.010284851925108692,0.0025747052776014935,-0.012650261446423602,-0.014541519872855324,0.011338017265832417,3.342805845306035e-05,0.009513108112299985
10,128,127,588,-0.01362899680482138,-0.0014557884043595727,0.0028890596177708313,-0.004038745532526349,0.0021491135014818697,-0.007508773697850578,-0.008576534420933387,0.005201322977188337,0.0001729840026900901,0.004028738122464031
10,8,128,32,-0.06585848001699433,0.05251523425445435,0.0442823956822754,-0.06381560181657883,-0.03512343854541599,-0.049716959512432164,0.06204934860642001,-0.034856983225364443,-0.00254319606843167,0.004120392102952992
10,16,128,62,-0.044680252810807425,0.03195760057097919,0.011624936113572557,-0.03721066156498058,-0.03002539765782806,-0.043888579551085875,0.03574890336964657,-0.014744640719215728,-0.0011107717184217739,0.003375079371335004
10,32,128,172,-0.03110970181853601,0.0037508174828581467,0.007509674578662313,-0.010758491220532115,-0.015230982301916525,-0.017398006618527587,0.00900211148050524,0.004610761830683008,-0.00041407532628634687,0.0010658492083231456
10,64,128,322,-0.018395511853634007,-0.0006509550119760421,0.004268699923080481,-0.007673037069084353,-0.012606544291284574,-0.001180891471488049,0.008487560989282376,0.007942801964339757,-0.0003613113271519843,-0.0014479437614270119
10,128,128,644,3.2736521584923106e-05,0.0015103270508628295,-0.0010377963485225371,-0.0002605582880952252,-0.0053164453219537115,0.005399170948434653,0.0021523948331494346,0.008444130880327786,-0.00024580013916679805,0.0008985205233600407
10,8,129,56,0.059925069823617484,-0.008372765557549032,0.011647954678513352,0.03211569204645174,-0.016676376458338388,-0.0015167696991447398,0.003230606866539311,0.04228298866255422,-0.0013493462664024409,0.0020403846988190748
10,16,129,86,0.05057550889575217,-0.006120191679497756,-0.0010524830754285533,0.01564032920278231,-0.02973419910640872,-0.023243024032067214,0.007531192175556205,0.012235323986137582,-0.00030378177820266066,0.0003371678760273871
10,32,129,152,0.04429063140723396,-0.0009325916825177184,-0.0065502028663308245,0.015845323098932832,-0.005904481757165303,-0.016784724232792262,0.002386695057763113,0.002313717252289152,0.0002281666866901775,0.004291743323901148
10,64,129,322,0.04156759425148099,0.0052345533251023655,0.009226472093235025,0.010004112225112766,-0.009223014718336208,-0.011712962904815409,0.00256145059092275,-0.009481329770010654,-0.0001190602955180445,0.0040441429567379065
10,128,129,720,0.01670405782375276,0.004980124357202595,0.006833290457470972,0.004981383655936461,-0.012920687500747534,-0.009055000912093705,0.012456972790310565,-0.010146897521003643,0.00036133354118770455,-0.0026283442644774203
10,8,130,32,-0.019204360949134337,-0.010132063343362056,-0.0031838673994914043,0.0017055220417002918,0.003993177323437218,-0.0045884084724657735,0.009615165718919311,-0.02787143348643433,-0.0005106559279186871,-0.0028183585725805294
10,16,130,80,0.004690989378298265,-0.0050656250511854845,-0.0012594308150177605,-0.008567200585163765,0.013732540986072255,4.578188464372373e-05,-0.005916827970786697,-0.002512383035122166,-0.0004999096350795023,0.0003594010418966759
10,32,130,148,0.006886385793076266,0.000582177509227322,0.008271305294518852,-0.012161607686885557,0.004266448794809217,0.006589293867544265,-0.0040836492485149855,-0.005186632752670269,-0.0002672354338082102,0.001287177983423846
10,64,130,260,0.0012706635157263874,-0.0014887677487623553,0.012275965560344956,-0.01268538134791052,0.004776051153604096,0.009790427198853771,-0.0024211342509691714,-0.004445852764237858,-0.0001768368684662604,-6.711789566626208e-05
10,128,130,584,0.0038270157503837734,-0.00847220196906982,0.003964937949512929,-0.005572736433745263,0.003977540073361088,-0.0072719020436344695,0.000745950346511247,-2.075813914958793e-05,-0.00014947533516711673,-0.0011096282971817513
10,8,131,26,0.013364974774775336,-0.005570348121331531,0.01707628937606414,0.024403806523963904,-0.0002674217157011061,0.03428481837886625,0.0023089078956923486,-0.014140119460700932,-0.001474576033432266,-0.008004128795564109
10,16,131,60,-0.00031708697905887223,-0.0035146805646762507,0.01573158975235469,0.01053097392752138,-0.0004118166120801339,0.02125777818980134,0.0036246797735647795,-0.010757113767164015,-0.0005286087549724007,-0.0037936675916357995
10,32,131,152,0.003505395149297065,0.0008887133395782897,0.007586290189142461,0.008474518944598048,0.0064587335849969965,0.01432778032490241,-0.000539931462876606,-0.005093331552901695,-0.00039554459707609555,-0.0007273668632084653
10,64,131,290,-0.019644923019443605,0.0053173782902613455,0.0019111052260280214,0.008031274352466634,0.013868831053084833,0.016965905320862815,-0.010761210903850207,-0.001588230543895268,0.0004276085423161367,0.0017119315094160504
10,128,131,550,-0.0002017649098536398,0.0034480289571644793,-0.001042484557654102,0.005599194954379585,0.012540148027862932,0.013577550587046943,-0.00805850821475123,-0.002601358713316479,0.00027102471370985903,0.0026768343711893084
10,8,132,30,0.026416798167555097,0.018826306191477463,0.0022950097571611374,0.012537730737831513,0.005334146887130461,-0.022371470194941533,-0.01655212671793832,-0.0011679983483599268,0.0009824563817906412,-0.0008884443523818476
10,16,132,82,0.025422990600420137,-0.0021130892674682553,-0.006923312586727773,0.023217353041050798,0.01397383443270223,-0.009373805439902455,-0.01570894997587265,-0.0028006940611406813,0.00019132585159499377,-0.003923065917568521
10,32,132,154,0.010893864192798515,-0.005723447401909304,0.004749968948786615,0.008697699158830856,0.010965794406765806,0.0042967996196117,-0.00464519517769753,-0.0011980680571850794,0.0001995294762694195,-0.0044828124043483145
10,64,132,298,-0.014009714432216484,-0.0019780781570799223,0.01154403817558454,0.004161656773209904,0.004622137771369341,0.0021242877927936258,-0.0027927516097537622,0.00491141291982413,-1.3815108445399806e-05,-0.0023184394153517134
10,128,132,626,0.005464509735124741,-0.0006089996996557214,0.010927761381939896,0.0019863208913780605,-4.4080352300775966e-05,0.001918402248530882,-0.002475931008166284,0.0010795481596249895,-0.00017935676605863385,0.0002773109683273927
10,8,133,30,-0.05726208697145114,-0.01132387314216566,-0.0017790799553367822,0.029745969021900097,0.03434233384376076,0.035433711795617384,-0.03590950694298227,0.002453670534389868,0.00011395145962372983,-0.0037289470766040723
10,16,133,132,-0.06264061675595908,-0.004555410036265561,-0.007088887844526416,0.019040457669742154,-0.005784670646577596,-0.006751491723479864,-0.013368575677005024,0.004431560010685482,0.001493885841010382,0.004242883655483459
10,32,133,186,-0.032362453229313456,-0.010712819986395377,-0.008346341786774545,-0.0011142075995014796,-0.014096193507560141,-0.012380797328307503,0.0031983305311376197,0.00767734158462405,0.000987421746333047,0.0012474532265244018
10,64,133,342,-0.012231095073331099,-0.0062187789028498195,-0.011458361059142405,0.0037096740900614024,0.004645956692738372,-0.0022617465370996922,-0.010289911276963336,0.00896845790496004,0.0005348465197758188,0.00024693808082520486
10,128,133,696,-0.013438173047354262,-0.005698334930766444,-0.005983639381815897,0.004545388018070175,-0.0011640496202120836,-0.002559660231482734,0.0004471212639815964,0.0003965107479178341,0.00031534611008361013,-0.00016622751908424487
10,8,134,38,-0.08877952844953345,0.028363566293779775,0.017115392298761002,0.002407390205859872,0.019938749612593377,-0.0007025641841789903,-0.01978120770203324,-0.016707435942411204,0.0023904249801591413,0.003057758930489008
10,16,134,78,-0.04697633827738042,0.014828374882713465,0.011126470832138538,0.002610209079884629,0.01417847223753189,-0.0010955220242388338,-0.015119823597971458,-0.004626373082237053,0.0011580717938343289,0.0010872019823901622
10,32,134,132,-0.027024542719138085,0.007849625193396745,0.00535259927308619,-0.0003308063046740005,0.010381675708258613,-0.002188183934693389,-0.007362816272564437,-0.0021540610073057694,0.0006604545517880268,0.0011360975528086794
10,64,134,346,-0.01068140874906364,0.00015397778940773237,0.004514575110359236,0.0016932661653402,0.006363525762978362,0.0014200893896933707,-0.008477326865394605,-0.0010617812219856908,0.00016496388212302747,9.632455367152912e-05
10,128,134,752,0.004094652397135359,0.003717803246051956,-0.008756406550819879,-0.0009031007270045884,0.0011305689286878581,0.000939238837335181,-9.894479394246798e-05,-0.017499867514638792,8.821551253016866e-05,-2.693453760517321e-06
10,8,135,40,0.06981307310477608,0.014782301675202048,0.023525309920065886,-0.04027024816698048,0.006396649524023373,0.027685740956063243,-0.007137224222120291,-0.017581495749908117,0.0013540329268761475,0.003650990598961303
10,16,135,134,0.02819632401471313,0.006581598223923724,0.016835121837821897,-0.02982860133624785,0.004387597522771279,0.02189211868047594,-0.005020366947374273,-0.0020564098212575424,0.0003456803190924202,0.0024657321019557993
10,32,135,188,0.012330046010914837,-0.0022376419608438575,0.013705518159988873,-0.026670421845136984,-0.007815612374907356,0.011736061406242166,0.008278690515536969,-0.0002674387552199162,0.0005292478104569462,-0.0026420495613267976
10,64,135,354,0.02897871508933507,-0.00023065648110458028,0.016697735717914917,-0.029232130554720247,-0.010801017852082432,0.005917946347394264,0.022892176392384257,-0.0005715235100364161,2.3760044993804658e-05,0.00347071117039331
10,128,135,646,0.021174842668962923,-0.00017478251513268356,0.012533112315215613,-0.020745429698052882,-0.012394799527008659,-0.0006829759501024538,0.02078552839197857,-0.0006657296889406042,7.696835509219923e-05,0.0017597040234947356
10,8,136,36,0.07165018930269187,0.0041093961225562,-0.016483404960703094,-0.033667775316070854,0.017507927714604996,0.04709632674417339,-0.014175923973083334,-0.031230171774425303,0.0015926459228942948,0.0014787029457094237
10,16,136,64,0.05314344759875246,0.005757961384851218,-0.018133426035661527,-0.02954613453213195,-0.013622354372622318,0.006592764690294979,0.021066610676782834,-0.03796976981939099,0.0007804623435174622,-0.0007798061152279211
